Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,WineCategory,Grapes
Bordeaux+Sup%C3%A9rieur,France,Bordeaux+Sup%C3%A9rieur,Ch%C3%A2teau+Barit,3.6,69,6.55,2016,red,assente
Flor+de+La+Mar,Portugal,Pen%C3%ADnsula+de+Set%C3%BAbal,Casa+Ermelinda+Freitas,3.8,69,5.82,2018,red,assente
Regain+Rouge,France,Ventoux,Vindemio,3.7,69,11.5,2016,red,assente
Sotanum,France,Collines+Rhodaniennes,Les+Vins+de+Vienne+-+Cuilleron-Gaillard-Villard,4.2,69,42.95,2017,red,assente
Brunello+di+Montalcino,Italy,Brunello+di+Montalcino,Talenti,4.2,69,35.0,2015,red,Brunello
Sp%C3%A4tburgunder+Trocken,Germany,Pfalz,Krebs,3.4,69,11.02,2016,red,assente
Pomerol,France,Pomerol,Ch%C3%A2teau+l%27Ecuyer,4.1,69,35.9,2016,red,assente
Cuv%C3%A9e+Sp%C3%A9ciale+Ch%C3%A2teauneuf-du-Pape,France,Ch%C3%A2teauneuf-du-Pape,Tardieu-Laurent,3.8,69,46.79,2016,red,assente
Chianti+Gineprone,Italy,Chianti,Col+d%27Orcia,3.5,69,10.0,2017,red,Gin
Saint-%C3%89milion+Grand+Cru,France,Saint-%C3%89milion+Grand+Cru,Clos+Trimoulet,4.1,69,20.9,2015,red,assente
Maternigo+Valpolicella+Superiore,Italy,Valpolicella,Tedeschi,4.1,69,17.9,2016,red,assente
Clos+Alzina+Vinyes+Velles+%28Old+Vines%29,Spain,Priorat,Costers+del+Priorat,3.9,69,36.95,2014,red,assente
Saint-%C3%89milion+Grand+Cru+%28Grand+Cru+Class%C3%A9%29,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+l%27Arrosee,4.1,69,52.15,1999,red,assente
Istante,Italy,S%C3%BCdtirol+-+Alto+Adige,Franz+Haas,4.1,69,29.9,2016,red,assente
Cabernet+Sauvignon,Australia,Murray+Darling,Deakin+Estate,3.2,69,5.95,2017,red,Cabernet+Sauvignon
Ermitage+Le+M%C3%A9al,France,Hermitage,M.+Chapoutier,4.4,69,104.95,2004,red,assente
Cabernet+Sauvignon+Toscana+Collezione+Privata,Italy,Toscana,Isole+e+Olena,4.4,69,67.8,2011,red,Cabernet+Sauvignon
Ner%C3%ACo+Riserva+Negroamaro+-+Malvasia+Nera,Italy,Nard%C3%B2,Schola+Sarmenti,4.4,69,15.38,2016,red,Malvasia
Vittoria+Barbera+d%27Alba,Italy,Barbera+d%27Alba,Gianfranco+Alessandria,4.3,69,24.2,2016,red,Barbera
Montepulciano+d%27Abruzzo,Italy,Montepulciano+d%27Abruzzo,Masseria+Coste+di+Brenta,3.9,69,7.45,2016,red,Montepulciano
Regain+Rouge,France,Ventoux,Vindemio,3.6,69,9.95,2015,red,assente
Barrel+Selection+Merlot,Argentina,Uco+Valley,Salentein,4.2,69,12.9,2018,red,Merlot
Potenti+Toscana+%28Suvereto%29,Italy,Toscana,Petra,4.0,69,33.9,2016,red,assente
Rouge,France,Gard,Roc+d%27Anglade,3.9,69,38.41,2016,red,assente
Ronco+dell%27Angelo+Merlot,Switzerland,Ticino,Vinattieri+Ticinesi,3.4,69,26.81,2016,red,Merlot
Spiga+Ribera+del+Duero,Spain,Ribera+del+Duero,O.+Fournier,3.9,69,24.17,2007,red,assente
Gr%C3%A8s+de+Montpellier,France,Languedoc,Mas+des+Mas,3.8,69,18.84,2017,red,assente
Chianti+Colli+Senesi,Italy,Chianti+Colli+Senesi,Palagetto,3.4,69,8.95,2018,red,assente
Rust+Blaufr%C3%A4nkisch+Ried+Oberer+Wald+Trocken,Austria,Burgenland,Ernst+Triebaumer,3.8,69,37.92,2013,red,Blaufr%C3%A4nkisch
Saint-%C3%89milion+Grand+Cru,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+Laforge,3.7,69,45.9,2001,red,assente
San+Rum%C3%A9+Barbera+d%27Asti+Superiore,Italy,Barbera+d%27Asti,Vincenzo+Bossotti,3.9,69,10.23,2016,red,Barbera
Rioja+Bord%C3%B3n+Gran+Reserva,Spain,Rioja,Franco-Espanolas,3.8,690,13.8,2009,red,assente
Cellar+Selection+Pinot+Noir,New+Zealand,Hawke%27s+Bay,Sileni+Estates,3.3,690,12.42,2018,red,Pinot+Noir
Saint-%C3%89milion,France,Saint-%C3%89milion,Jean-Pierre+Moueix,3.7,691,16.45,2015,red,assente
Reserva,Spain,Ribera+del+Duero,Tinto+Pesquera,4.2,691,29.9,2015,red,assente
Crianza,Spain,Ribera+del+Duero,%C3%81ster,3.8,692,19.98,2013,red,assente
Barbaresco,Italy,Barbaresco,Gaja,4.4,694,195.0,2014,red,assente
Pinot+Noir+Le+Bourgogne,France,Bourgogne,Chanson,3.6,694,18.08,2015,red,Pinot+Noir
Le+Tense+Sassella+Valtellina+Superiore,Italy,Valtellina+Superiore,Nino+Negri,3.8,694,13.15,2016,red,assente
Vineyards+Cabernet+Sauvignon,Argentina,Mendoza,Trapiche,3.6,695,5.25,2019,red,Cabernet+Sauvignon
D%C3%A3o+R%C3%B3tulo+Tinto,Portugal,D%C3%A3o,Niepoort,3.4,695,23.15,2013,red,assente
Rouge,South+Africa,Stellenbosch,Alto+Estate,3.7,696,9.5,2016,red,assente
Roble,Spain,Ribera+del+Duero,Portia,3.5,696,10.99,2018,red,assente
Saint-Julien+%28Grand+Cru+Class%C3%A9%29,France,Saint-Julien,Ch%C3%A2teau+Ducru-Beaucaillou,4.7,699,339.0,2009,red,assente
i.e.a.+Qurein,Italy,Vigneti+delle+Dolomiti,Pranzegg,3.9,70,24.91,2013,red,assente
Priorat+Gran+Cruor,Spain,Priorat,Casa+Gran+del+Siurana,4.2,70,57.28,2011,red,assente
Les+Chemins,France,Corbi%C3%A8res,Famille+Lign%C3%A8res+-+Ch%C3%A2teau+La+Baronne,4.0,70,14.95,2017,red,assente
Barbera+d%27Alba,Italy,Barbera+d%27Alba,Fratelli+Revello,3.9,70,15.47,2018,red,Barbera
Forriero+Nero+d%27Avola,Italy,Terre+Siciliane,Andrero,3.8,70,6.33,2018,red,Nero+d%27Avola
Wildcard+Shiraz+-+Cabernet+Sauvignon,Australia,Barossa+Valley,Peter+Lehmann,3.5,70,7.23,2018,red,Cabernet+Sauvignon
Cuv%C3%A9e+Viva+Blaye+-+C%C3%B4tes+de+Bordeaux,France,Blaye+-+C%C3%B4tes+de+Bordeaux,Ch%C3%A2teau+Gigault,4.1,70,29.95,2005,red,assente
Pinot+Nero+Langhe+PN+Q497,Italy,Langhe,G.D.+Vajra,3.7,70,19.95,2012,red,assente
S%C3%BCdtirol+Lagrein+Riserva,Italy,S%C3%BCdtirol+-+Alto+Adige,Heinrich+Mayr+%28Nusserhof%29,4.0,70,28.24,2013,red,Lagrein
Saint-%C3%89milion+Grand+Cru,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+La+Croix+Chantecaille,3.7,70,22.62,2016,red,assente
S%C3%A9gla+Margaux,France,Margaux,Ch%C3%A2teau+Rauzan-S%C3%A9gla,4.2,70,60.19,2015,red,assente
Vigne+del+Maestro+Sangiovese,Italy,Puglia,Maestro+Italiano,3.7,70,4.83,2017,red,Sangiovese
Haven+Cabernet+Sauvignon,South+Africa,Coastal+Region,Glen+Carlou,3.7,70,7.9,2018,red,Cabernet+Sauvignon
Aldone,Italy,Toscana,Terre+del+Marchesato,4.2,70,58.0,2015,red,assente
C%C3%B4tes-du-Rh%C3%B4ne+Rouge,France,C%C3%B4tes-du-Rh%C3%B4ne,Anne-Sophie+Pic+et+Michel+Chapoutier,3.8,70,8.9,2017,red,assente
Ape+Reale+Barbera+d%27Alba,Italy,Barbera+d%27Alba,BelColle,3.5,70,8.76,2017,red,Barbera
Cuv%C3%A9e+des+Cadettes+Ch%C3%A2teauneuf-du-Pape,France,Ch%C3%A2teauneuf-du-Pape,Ch%C3%A2teau+La+Nerthe,4.5,70,68.14,2016,red,assente
Bolgheri+Superiore,Italy,Bolgheri+Superiore,Ornellaia,4.6,70,192.0,2017,red,assente
Colonia+Chianti+Classico+Gran+Selezione,Italy,Chianti+Classico,F%C3%A8lsina,4.3,70,100.95,2013,red,assente
Saint+Cosme+Saint+Joseph,France,Saint-Joseph,Ch%C3%A2teau+de+Saint+Cosme,3.8,70,22.0,2014,red,assente
Hermitage+Rouge,France,Hermitage,Tardieu-Laurent,4.3,70,99.95,2005,red,assente
Lagrein,Italy,S%C3%BCdtirol+-+Alto+Adige,Wilhelm+Walch,4.1,70,9.5,2019,red,Lagrein
Blauburgunder+%28Pinot+Nero%29,Italy,S%C3%BCdtirol+-+Alto+Adige,St.+Michael-Eppan,3.8,70,27.09,2017,red,assente
Corbi%C3%A8res,France,Corbi%C3%A8res,Ch%C3%A2teau+de+Caraguilhes,3.5,70,10.65,2019,red,assente
Shiraz,South+Africa,Stellenbosch,Neethlingshof+Estate,3.7,70,10.72,2016,red,Shiraz
Holzspur+Pinot+Noir,Austria,Thermenregion,Johanneshof+Reinisch,4.0,70,36.95,2015,red,Pinot+Noir
Tradition+Sp%C3%A4tburgunder,Germany,Franken,Rudolf+F%C3%BCrst,3.7,70,19.42,2016,red,assente
Blaufr%C3%A4nkisch+vom+Lehm,Austria,Mittelburgenland,Gesellmann,3.4,70,11.76,2017,red,Blaufr%C3%A4nkisch
Hausmarke+Rot,Austria,Burgenland,Moric,3.6,70,13.24,2017,red,assente
Corash+Cannonau+Sardegna+Riserva,Italy,Cannonau+di+Sardegna,Vernaccia+Oristano,4.0,70,10.24,2016,red,assente
Sp%C3%A4tburgunder+Kaiserstuhl,Germany,Baden,Salwey,3.6,70,11.5,2015,red,assente
Barbera+d%27Alba,Italy,Barbera+d%27Alba,Monti,4.2,70,24.5,2007,red,Barbera
Castell+Vell,France,C%C3%B4tes+du+Roussillon+Villages,Singla,4.0,70,24.27,2015,red,assente
Estoras,Austria,Burgenland,Esterh%C3%A1zy,2.8,70,11.45,2017,red,assente
Sabazio,Italy,Rosso+di+Montepulciano,La+Braccesca,3.5,70,10.4,2018,red,assente
Sinfarosa+Zinfandel+-+Primitivo+di+Manduria,Italy,Primitivo+di+Manduria,Felline,3.8,70,12.9,2017,red,Zinfandel
C%C3%A0+Del+Pazzo+Sangiovese+-+Cabernet+Sauvignon,Italy,Sant%27Antimo,Caparzo,4.0,70,19.9,2013,red,Cabernet+Sauvignon
C%C3%B4tes+du+Rh%C3%B4ne+Villages+Sablet,France,C%C3%B4tes-du-Rh%C3%B4ne-Villages+%27Sablet%27,Ch%C3%A2teau+du+Trignon,3.8,70,10.67,2010,red,assente
La+Ma%C3%AEtresse,France,Malep%C3%A8re,La+Louvi%C3%A8re,3.6,70,10.79,2017,red,assente
Italian+Collection+Nabucco,South+Africa,Stellenbosch,Morgenster+Estate,3.8,70,35.04,2011,red,Italia
12+e+Mezzo+Negroamaro+del+Salento,Italy,Salento,Varvaglione,3.8,700,7.25,2016,red,Negroamaro
Crozes-Hermitage+Domaine+de+Thalabert,France,Crozes-Hermitage,Paul+Jaboulet+A%C3%AEn%C3%A9,3.9,700,29.5,2012,red,assente
Terra+do+Zambujeiro,Portugal,Borba,Quinta+do+Zambujeiro,4.1,700,21.4,2013,red,assente
Franc,Spain,Pla+de+Bages,Abadal,3.6,701,7.31,2016,red,assente
Rouge+%28Gaston+Hochar%29,Lebanon,Bekaa+Valley,Ch%C3%A2teau+Musar,4.2,701,47.67,1997,red,assente
Da%27Divas+Tempranillo,Brazil,Encruzilhada+do+Sul,Lidio+Carraro,3.6,701,16.52,2016,red,Tempranillo
Saint-Julien+%28Grand+Cru+Class%C3%A9%29,France,Saint-Julien,Ch%C3%A2teau+L%C3%A9oville+Las+Cases,4.6,702,336.3,2005,red,assente
Founders%27+Estate+Merlot,United+States,California,Beringer,3.6,702,11.6,2017,red,Merlot
Amarone+della+Valpolicella,Italy,Amarone+della+Valpolicella,Palazzo+Maffei,4.1,702,25.5,2015,red,assente
Carmen%C3%A8re,Chile,Colchagua+Valley,Montes+Alpha,4.1,702,13.89,2018,red,assente
Rioja+Bord%C3%B3n+Crianza,Spain,Rioja,Franco-Espanolas,3.6,702,7.26,2016,red,assente
I+Gran+Reserva+75+Aniversario,Spain,Rioja,Bodegas+Faustino,4.0,703,16.47,2009,red,assente
Merlot+-+Petit+Verdot+Pened%C3%A8s+3055,Spain,Pened%C3%A8s,Jean+Leon,3.8,703,13.36,2017,red,Merlot
Grande+Reserve,Chile,Colchagua+Valley,Los+Vascos,3.8,703,16.17,2015,red,assente
Dark+%28Red+Blend%29,United+States,California,Apothic,3.7,704,8.18,2017,red,assente
Le+Tense+Sassella+Valtellina+Superiore,Italy,Valtellina+Superiore,Nino+Negri,3.8,704,17.79,2015,red,assente
Douro+Batuta+Tinto,Portugal,Douro,Niepoort,4.3,705,56.0,2013,red,assente
Mai+The+First+A.Montes+Malbec,Argentina,Mendoza,Kaiken,4.4,706,61.05,2016,red,Malbec
Russian+River+Valley+Pinot+Noir,United+States,Russian+River+Valley,DeLoach,4.1,706,35.99,2015,red,Pinot+Noir
Valley+Oaks+Cabernet+Sauvignon,United+States,California,Fetzer,3.6,707,8.8,2017,red,Cabernet+Sauvignon
Tinto,Portugal,Alenquer,Quinta+das+Setencostas,3.9,707,7.2,2016,red,assente
Carmen%C3%A8re,Chile,Central+Valley,Anderra,3.4,708,7.27,2017,red,assente
Bordeaux,France,Bordeaux,Ch%C3%A2teau+Bel-Air,3.5,709,8.33,2016,red,assente
Vigne+Vecchie+Leggenda+Primitivo+di+Manduria,Italy,Primitivo+di+Manduria,Vigneti+del+Salento,4.4,709,39.9,2015,red,Primitivo
EPU,Chile,Puente+Alto,Almaviva,4.5,709,46.34,2016,red,assente
Cabernet+Sauvignon,Chile,Central+Valley,Antares,3.3,709,4.76,2018,red,Cabernet+Sauvignon
Le+Pluriel+Rouge,France,Costi%C3%A8res-de-N%C3%AEmes,Clos+des+Boutes,3.4,71,9.26,2018,red,assente
Gambert+de+Loche+Hermitage+Rouge,France,Hermitage,Cave+de+Tain,4.3,71,86.62,2009,red,assente
Petit+Verdot,France,Bordeaux,Ch%C3%A2teau+Belle-Vue,3.7,71,29.15,2016,red,Petit+Verdot
Steinsatz+Cuv%C3%A9e,Germany,Pfalz,Schneider,4.1,71,29.5,2015,red,assente
Ch%C3%A2teau+La+Vo%C3%BBte+Saint-%C3%89milion+Grand+Cru,France,Saint-%C3%89milion+Grand+Cru,Vignobles+Moreau,4.1,71,36.0,2014,red,assente
Artino,Italy,Calabria,Tenuta+Iuzzolini,4.1,71,11.6,2017,red,assente
Cabernet+Sauvignon,South+Africa,Breede+River+Valley,Bergsig+Estate,3.6,71,9.85,2014,red,Cabernet+Sauvignon
Ribera+Tinta+del+Pa%C3%ADs,Spain,Ribera+del+Duero,Urban,3.8,71,14.99,2015,red,assente
Villero+Barolo,Italy,Barolo,Brovia,4.2,71,61.11,2011,red,assente
Volnay+1er+Cru+%27Carelle+sous+la+Chapelle%27,France,Volnay+1er+Cru+%27Carelle+sous+la+Chapelle%27,Domaine+Fran%C3%A7ois+Buffet,3.8,71,57.5,2011,red,assente
Langhe+Nebbiolo,Italy,Langhe,Elio+Filippino,4.0,71,10.43,2016,red,Nebbiolo
Sancerre+Rouge,France,Sancerre,Domaine+Salmon,3.4,71,14.03,2014,red,assente
Barolo+Ravera,Italy,Barolo,Vietti,4.4,71,173.63,2015,red,assente
Cabernet+Franc,South+Africa,Franschhoek,Holden+Manz,4.5,71,59.0,2016,red,Cabernet+Franc
Sand+Lagrein,Italy,S%C3%BCdtirol+-+Alto+Adige,Nals+Margreid,3.9,71,11.21,2018,red,Lagrein
Saint-Julien+%28Grand+Cru+Class%C3%A9%29,France,Saint-Julien,Ch%C3%A2teau+Gruaud+Larose,3.9,71,86.76,2017,red,assente
15+di+Mare+Primitivo+di+Manduria,Italy,Primitivo+di+Manduria,Cantolio,4.2,71,28.27,2016,red,Primitivo
Barbera+d%27Asti+Superiore+Tre+Roveri,Italy,Barbera+d%27Asti,Pico+Maccario,3.8,71,16.9,2017,red,Barbera
Villa+Don+Maximiano,Chile,Aconcagua+Valley,Errazuriz,3.8,71,38.02,2016,red,assente
Disueri+Nero+d%27Avola,Italy,Sicilia,Cusumano,3.7,71,6.58,2017,red,Nero+d%27Avola
Red,Chile,Maipo+Valley,Antiyal,4.4,71,46.65,2015,red,assente
Tradition+Bordeaux+Sup%C3%A9rieur,France,Bordeaux+Sup%C3%A9rieur,Ch%C3%A2teau+Penin,3.6,71,8.9,2016,red,assente
Sequoia,France,Sainte-Foy-Bordeaux,Ch%C3%A2teau+Carbonneau,3.7,71,8.68,2016,red,assente
Lacoste+Borie+Pauillac,France,Pauillac,Ch%C3%A2teau+Grand-Puy-Lacoste,3.7,71,33.95,2016,red,assente
Nuits-Saint-Georges,France,Nuits-Saint-Georges,Domaine+des+Perdrix,4.2,71,64.8,2016,red,assente
Syrah,Spain,Campo+de+la+Guardia,Mart%C3%BAe,3.9,71,22.09,2009,red,Syrah
Millennio+Chianti+Classico+Gran+Selezione,Italy,Chianti+Classico,Cacchiano,4.1,71,29.89,2009,red,assente
Gigondas+Le+Claux,France,Gigondas,Ch%C3%A2teau+de+Saint+Cosme,4.3,71,72.0,2014,red,assente
Cir%C3%B2+Rosso+Classico+Superiore,Italy,Cir%C3%B2,Scala,3.6,71,9.5,2012,red,assente
Tramp,Spain,Catalunya,Can+Grau+Vell,3.8,71,15.7,2016,red,assente
Merlot,Italy,Friuli-Venezia+Giulia,Attems,3.6,71,10.66,2016,red,Merlot
Barbaresco,Italy,Barbaresco,Marco+Bonfante,3.6,71,23.19,2014,red,assente
Il+Secondo,Italy,Trentino-Alto+Adige,Peter+S%C3%B6lva,3.8,71,13.5,2014,red,assente
4+Varietales+Colecci%C3%B3n+Rioja,Spain,Rioja,Vivanco,3.8,71,41.28,2016,red,assente
Gran+Selecci%C3%B3n+Valdepe%C3%B1as,Spain,Valdepe%C3%B1as,Vi%C3%B1a+Albali,3.3,71,6.75,2014,red,assente
Privatkeller+Cabernet+-+Merlot,Austria,Thermenregion,Schlumberger,3.6,71,17.9,2015,red,Merlot
Cabernet+Sant%27Antimo+Olmaia,Italy,Sant%27Antimo,Col+d%27Orcia,4.0,71,37.63,2014,red,assente
Tenuta+Greppone+Mazzi+Brunello+di+Montalcino,Italy,Brunello+di+Montalcino,Ruffino,4.2,710,50.67,2013,red,Brunello
Tribu+Cabernet+Sauvignon,Argentina,Mendoza,Trivento,3.4,710,8.67,2018,red,Cabernet+Sauvignon
Homenagem+A+Hans+Christian+Andersen,Portugal,Alentejano,Cortes+de+Cima,4.3,712,31.19,2013,red,assente
Saint-Est%C3%A8phe+%28Grand+Cru+Class%C3%A9%29,France,Saint-Est%C3%A8phe,Ch%C3%A2teau+Montrose,4.5,712,369.0,2009,red,assente
Tinto,Spain,Ribera+del+Duero,Aalto,4.4,712,33.89,2017,red,assente
Syrah,France,Pays+d%27Oc,Les+Jamelles,3.8,713,5.36,2018,red,Syrah
Ramitello+Rosso,Italy,Biferno,Di+Majo+Norante,3.7,713,11.9,2013,red,assente
Z,South+Africa,Stellenbosch,De+Toren,4.2,713,32.97,2014,red,assente
Raimonda+Barbera+d%27Alba,Italy,Barbera+d%27Alba,Fontanafredda,3.5,714,11.37,2016,red,Barbera
Cabernet+Sauvignon,South+Africa,Franschhoek,Boekenhoutskloof,4.3,714,61.05,2015,red,Cabernet+Sauvignon
Le+Pur+Fruit+du+Causse+Cahors,France,Cahors,Ch%C3%A2teau+Combel+La+Serre,3.7,715,17.74,2017,red,assente
Rioja+Crianza,Spain,Rioja,Montecillo,3.6,715,7.75,2016,red,assente
Pinot+Nero,Italy,S%C3%BCdtirol+-+Alto+Adige,Franz+Haas,3.9,716,23.5,2017,red,assente
Nero+d%27Avola,Italy,Terre+Siciliane,Barone+Montalto,3.6,717,5.1,2018,red,Nero+d%27Avola
Ch%C3%A2teauneuf-du-Pape,France,Ch%C3%A2teauneuf-du-Pape,Ch%C3%A2teau+Mont-Redon,4.1,718,34.9,2014,red,assente
Vinha+das+Rom%C3%A3s+Tinto,Portugal,Alentejano,Monte+da+Ravasqueira,3.9,718,21.1,2015,red,assente
Amarone+della+Valpolicella+Classico,Italy,Amarone+della+Valpolicella+Classico,Cesari,4.1,718,28.5,2015,red,assente
Bandol,France,Bandol,La+Bastide+Blanche,3.7,719,21.88,2015,red,assente
Secateurs+Red+Blend,South+Africa,Swartland,Badenhorst,3.7,719,9.9,2015,red,assente
Reserve+Malbec+Mendoza,Argentina,Mendoza,Bodega+Piedra+Negra,3.8,719,13.71,2017,red,Malbec
Cipressi+Nizza,Italy,Barbera+d%27Asti,Michele+Chiarlo,3.9,719,15.6,2016,red,assente
Bordeaux+Sup%C3%A9rieur,France,Bordeaux+Sup%C3%A9rieur,Ch%C3%A2teau+Croix+Mouton,3.5,719,22.95,2010,red,assente
Pomerol,France,Pomerol,Ch%C3%A2teau+Plince,4.0,72,48.64,2016,red,assente
Gigondas+Valbelle,France,Gigondas,Ch%C3%A2teau+de+Saint+Cosme,3.9,72,39.0,2009,red,assente
H%C3%B6henflug+Cuv%C3%A9e,Germany,Pfalz,Hensel,3.9,72,16.45,2016,red,assente
Gr%C3%A9s+de+Montpellier,France,Gr%C3%A8s+de+Montpellier,Ch%C3%A2teau+de+l%27Engarran,3.7,72,13.0,2016,red,assente
Salzberg,Austria,Burgenland,Heinrich,4.3,72,82.5,2015,red,assente
Azul,Spain,Ribera+del+Queiles,Guelbenzu,3.9,72,6.99,2016,red,assente
Les+Chaignots+Nuits-Saint-Georges+1er+Cru,France,Nuits-Saint-Georges,Domaine+Robert+Chevillon,4.1,72,86.62,2013,red,assente
Pinot+Noir+Herrenst%C3%BCck,Germany,Baden,Weingut+Holger+Koch,3.6,72,13.5,2015,red,Pinot+Noir
Massaluca,Spain,Terra+Alta,Ram%C3%B3n+Roqueta,3.9,72,14.52,2018,red,assente
The+Love+Grass+Shiraz,Australia,McLaren+Vale,d%27Arenberg,3.7,72,14.63,2017,red,Shiraz
Merlot,South+Africa,Paarl,Backsberg,3.7,72,12.25,2018,red,Merlot
Lindenburg,Italy,S%C3%BCdtirol+-+Alto+Adige,Alois+Lageder,3.8,72,26.8,2014,red,assente
Brunello+di+Montalcino,Italy,Brunello+di+Montalcino,Cantine+Luciani,3.9,72,17.45,2014,red,Brunello
Assolo+Cannonau+di+Sardegna,Italy,Cannonau+di+Sardegna,Tenuta+l%27Ariosa,3.6,72,13.5,2015,red,assente
Barrica+Monastrell+-+Syrah,Spain,Valencia,Vermador,3.5,72,5.9,2017,red,Syrah
Finca+San+Martin+Rioja+Crianza,Spain,Rioja,Torre+de+O%C3%B1a,3.8,72,9.75,2017,red,assente
Arte+Rosso,Italy,Langhe,Domenico+Clerico,3.9,72,27.06,2012,red,assente
1300+Merlot,Argentina,Tupungato,Andeluna,3.4,72,9.9,2018,red,Merlot
Capomastro,Italy,Veneto,Lenotti,3.9,72,6.29,2018,red,assente
B%C3%A1rbara+Palacios,Spain,Rioja,Barbarot,3.8,72,18.42,2015,red,assente
Nero+d%27Avola+%28Organico%29,Italy,Terre+Siciliane,Vanit%C3%A1,3.3,72,7.25,2019,red,Nero+d%27Avola
Novecento+Cabernet+Sauvignon,Argentina,Mendoza,Dante+Robino,3.1,72,8.41,2018,red,Cabernet+Sauvignon
Visionaire,South+Africa,Franschhoek,Holden+Manz,3.8,72,14.5,2014,red,assente
Barolo+Aeroplan+Servaj,Italy,Barolo,Domenico+Clerico,4.2,72,96.95,2011,red,assente
25+anni+Montefalco+Sagrantino,Italy,Montefalco+Sagrantino,Arnaldo-Caprai,4.2,72,55.77,2014,red,Sagrantino
Chianti+Classico,Italy,Chianti+Classico,Zonin,3.7,72,9.06,2016,red,assente
Pieve+Santa+Restituta+Brunello+di+Montalcino,Italy,Brunello+di+Montalcino,Gaja,4.5,72,59.9,2015,red,Brunello
Saint-%C3%89milion+Grand+Cru+%28Premier+Grand+Cru+Class%C3%A9%29,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+Ausone,4.5,72,1599.95,2010,red,assente
Barbaresco+Basarin+Riserva,Italy,Barbaresco,Negro+Angelo,4.1,72,29.5,2016,red,assente
Petravia+Puglia,Italy,Puglia,Masseria+Altemura,3.8,720,10.9,2016,red,assente
Grandarella+Appassimento+delle+Venezie,Italy,delle+Venezie,Masi,3.7,720,19.95,2010,red,assente
Zinfandel,Italy,Puglia,Epicuro,3.7,720,10.68,2018,red,Zinfandel
Da%27Divas+Pinot+Noir,Brazil,Encruzilhada+do+Sul,Lidio+Carraro,3.3,720,14.57,2012,red,Pinot+Noir
Reserve+Malbec,Argentina,Tupungato,Domaine+Bousquet,3.9,720,11.46,2018,red,Malbec
Crianza,Spain,Rioja,Sierra+Cantabria,3.7,721,11.45,2016,red,assente
Crianza,Spain,Ribera+del+Duero,Protos,4.1,721,16.95,2016,red,assente
Agnus+Merlot,Brazil,Encruzilhada+do+Sul,Lidio+Carraro,3.2,722,11.65,2011,red,Merlot
Red+%28Winemaker%27s+Blend%29,United+States,California,Apothic,3.8,722,8.48,2018,red,assente
Cari%C3%B1ena+Reserva,Spain,Cari%C3%B1ena,Marques+de+Villanueva,3.3,722,5.29,2012,red,assente
Rioja+Reserva,Spain,Rioja,Vi%C3%B1a+Real,3.8,722,11.9,2014,red,assente
Cabernet+Sauvignon+-+Shiraz,South+Africa,Stellenbosch,Simonsig,3.7,723,6.33,2018,red,Cabernet+Sauvignon
Testamatta+Toscana,Italy,Toscana,Bibi+Graetz,4.3,725,122.82,2015,red,assente
Primus+Malbec,Argentina,Tunuy%C3%A1n,Salentein,4.3,726,42.0,2016,red,Malbec
Antu+Syrah,Chile,Colchagua+Valley,MontGras,3.8,726,12.25,2017,red,Syrah
Rosso+di+Montepulciano,Italy,Rosso+di+Montepulciano,Avignonesi,3.5,728,14.29,2014,red,Montepulciano
20+Barrels+Limited+Edition+Cabernet+Sauvignon,Chile,Maipo+Valley,Cono+Sur,4.0,728,22.9,2016,red,Cabernet+Sauvignon
Saint-Julien+%28Grand+Cru+Class%C3%A9%29,France,Saint-Julien,Ch%C3%A2teau+Lagrange,3.9,729,69.26,2015,red,assente
Bergerac+Rouge,France,Bergerac,Ch%C3%A2teau+Laulerie,3.8,73,7.24,2018,red,assente
Fleurie,France,Fleurie,Domaine+de+Gry+Sablon+-+Dominique+Morel,3.6,73,14.32,2017,red,assente
Malvasia+Nera,Italy,Salento,Vigneti+Reale,3.6,73,7.28,2017,red,Malvasia
Classico+Cabernet+Sauvignon,South+Africa,Stellenbosch,Dalla+Cia,3.9,73,16.0,2016,red,Cabernet+Sauvignon
R%C3%A9serve+Bordeaux+Rouge,France,Bordeaux,Ch%C3%A2teau+Bel-Air+Perponcher,3.7,73,10.85,2017,red,assente
Volnay+1er+Cru+%27Santenots%27,France,Volnay+1er+Cru+%27Santenots%27,Vincent+Girardin,4.2,73,59.9,2015,red,assente
Gro%C3%9Fheubach+Alte+Reben,Germany,Franken,Weingut+Stadt+Klingenberg,4.0,73,18.5,2016,red,assente
Rioja+Garnacha,Spain,Rioja,Baigorri,4.1,73,23.27,2015,red,assente
Prephylloxera+La+Vigna+di+Don+Peppino+Etna+Rosso,Italy,Etna,Tenuta+delle+Terre+Nere,4.4,73,67.42,2017,red,assente
Margaux+%28Grand+Cru+Class%C3%A9%29,France,Margaux,Ch%C3%A2teau+Palmer,4.7,73,437.68,2016,red,assente
Beckstoffer+Las+Piedras+Vineyard+Cabernet+Sauvignon,United+States,St.+Helena,Paul+Hobbs,4.6,73,359.0,2014,red,Cabernet+Sauvignon
